[2025-08-31 12:56:23] [INFO    ] discord.client: logging in using static token
[2025-08-31 12:56:46] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'VOICE_STATE_UPDATE', 's': 7, 'op': 0, 'd': {'member': {'user': {'username': 'AI Chat', 'public_flags': 0, 'primary_guild': None, 'id': '1411384061993156658', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '5884', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1411385957957111990'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-30T16:23:54.871000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'user_id': '1411384061993156658', 'suppress': False, 'session_id': '3e141c6dfa588c04962df5e62f07c511', 'self_video': False, 'self_mute': False, 'self_deaf': False, 'request_to_speak_timestamp': None, 'mute': False, 'guild_id': '1411385875920584828', 'deaf': False, 'channel_id': '1411385877082538098'}}
[2025-08-31 12:56:46] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-31 12:56:46] [DEBUG   ] discord.client: Dispatching event voice_state_update
[2025-08-31 12:56:46] [DEBUG   ] discord.voice_state: Connection state changed to got_voice_state_update
[2025-08-31 12:56:47] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'VOICE_SERVER_UPDATE', 's': 8, 'op': 0, 'd': {'token': '41266f553b69f798', 'guild_id': '1411385875920584828', 'endpoint': 'hongkong11049.discord.media:443'}}
[2025-08-31 12:56:47] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-31 12:56:47] [DEBUG   ] discord.voice_state: Connection state changed to got_both_voice_updates
[2025-08-31 12:56:47] [INFO    ] discord.voice_state: Voice handshake complete. Endpoint found: hongkong11049.discord.media:443
[2025-08-31 12:56:47] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 0, 'd': {'server_id': '1411385875920584828', 'user_id': '1411384061993156658', 'session_id': '3e141c6dfa588c04962df5e62f07c511', 'token': '41266f553b69f798'}}.
[2025-08-31 12:56:47] [DEBUG   ] discord.voice_state: Connection state changed to websocket_connected
[2025-08-31 12:56:47] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 8, 'd': {'v': 8, 'heartbeat_interval': 13750}}
[2025-08-31 12:56:47] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 2, 'd': {'streams': [{'type': 'video', 'ssrc': 200413, 'rtx_ssrc': 200414, 'rid': '', 'quality': 0, 'active': False}], 'ssrc': 200412, 'port': 50008, 'modes': ['aead_aes256_gcm_rtpsize', 'aead_aes256_gcm', 'aead_xchacha20_poly1305_rtpsize', 'xsalsa20_poly1305_lite_rtpsize', 'xsalsa20_poly1305_lite', 'xsalsa20_poly1305_suffix', 'xsalsa20_poly1305'], 'ip': '35.215.180.66', 'experiments': ['fixed_keyframe_interval']}}
[2025-08-31 12:56:47] [DEBUG   ] discord.gateway: Connecting to voice socket
[2025-08-31 12:56:47] [DEBUG   ] discord.gateway: Sending ip discovery packet
[2025-08-31 12:56:47] [DEBUG   ] discord.voice_state: Registering socket listener callback <function DiscordVoiceWebSocket.discover_ip.<locals>.get_ip_packet at 0x000001D6D50A53A0>
[2025-08-31 12:56:47] [DEBUG   ] discord.voice_state: Unregistering socket listener callback <function DiscordVoiceWebSocket.discover_ip.<locals>.get_ip_packet at 0x000001D6D50A53A0>
[2025-08-31 12:56:47] [DEBUG   ] discord.gateway: Received ip discovery packet: b'\x00\x02\x00F\x00\x03\x0e\xdc171.227.14.206\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xfd\x88'
[2025-08-31 12:56:47] [DEBUG   ] discord.gateway: detected ip: 171.227.14.206 port: 64904
[2025-08-31 12:56:47] [DEBUG   ] discord.gateway: received supported encryption modes: aead_xchacha20_poly1305_rtpsize, xsalsa20_poly1305_lite, xsalsa20_poly1305_suffix, xsalsa20_poly1305
[2025-08-31 12:56:47] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 1, 'd': {'protocol': 'udp', 'data': {'address': '171.227.14.206', 'port': 64904, 'mode': 'aead_xchacha20_poly1305_rtpsize'}}}.
[2025-08-31 12:56:47] [DEBUG   ] discord.gateway: selected the voice protocol for use (aead_xchacha20_poly1305_rtpsize)
[2025-08-31 12:56:47] [DEBUG   ] discord.voice_state: Connection state changed to got_ip_discovery
[2025-08-31 12:56:47] [DEBUG   ] discord.gateway: Voice websocket frame received: {'seq': 0, 'op': 11, 'd': {'user_ids': ['610380548841668612']}}
[2025-08-31 12:56:47] [DEBUG   ] discord.gateway: Voice websocket frame received: {'seq': 1, 'op': 5, 'd': {'user_id': '610380548841668612', 'ssrc': 199856, 'speaking': 1}}
[2025-08-31 12:56:47] [DEBUG   ] discord.gateway: Voice websocket frame received: {'seq': 2, 'op': 18, 'd': {'user_id': '610380548841668612', 'flags': 2}}
[2025-08-31 12:56:47] [DEBUG   ] discord.gateway: Voice websocket frame received: {'seq': 3, 'op': 20, 'd': {'user_id': '610380548841668612', 'platform': 0}}
[2025-08-31 12:56:47] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 4, 'd': {'video_codec': 'H264', 'secure_frames_version': 0, 'secret_key': [239, 160, 177, 189, 232, 64, 91, 69, 235, 117, 234, 191, 97, 50, 190, 9, 219, 60, 152, 238, 223, 50, 216, 47, 131, 156, 143, 75, 178, 193, 166, 72], 'mode': 'aead_xchacha20_poly1305_rtpsize', 'media_session_id': '5728c28c7e6a540dfb7fb12898a4a7a6', 'dave_protocol_version': 0, 'audio_codec': 'opus'}}
[2025-08-31 12:56:47] [DEBUG   ] discord.gateway: received secret key for voice connection
[2025-08-31 12:56:47] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 5, 'd': {'speaking': 0, 'delay': 0, 'ssrc': 200412}}.
[2025-08-31 12:56:47] [DEBUG   ] discord.voice_state: Connection state changed to connected
[2025-08-31 12:56:47] [INFO    ] discord.voice_state: Voice connection complete.
[2025-08-31 12:56:47] [DEBUG   ] discord.gateway: Voice websocket frame received: {'seq': 4, 'op': 15, 'd': {'any': 100}}
[2025-08-31 12:56:47] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 9, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-31T05:56:48.095000+00:00', 'pinned': False, 'nonce': '13658649849217957950', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1411385957957111990'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-30T16:23:54.871000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1411590528570757141', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '✅ Đã tham gia kênh **Chung**', 'components': [], 'channel_type': 0, 'channel_id': '1411385877082538097', 'author': {'username': 'AI Chat', 'public_flags': 0, 'primary_guild': None, 'id': '1411384061993156658', 'global_name': None, 'display_name_styles': None, 'discriminator': '5884', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1411385875920584828'}}
[2025-08-31 12:56:47] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-31 12:56:47] [DEBUG   ] discord.client: Dispatching event message
[2025-08-31 12:56:48] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1411385877082538097/messages with {"content":"\u2705 \u0110\u00e3 tham gia k\u00eanh **Chung**","components":[],"nonce":"13658649849217957950","enforce_nonce":true,"tts":false} has returned 200
[2025-08-31 12:56:48] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1411385877082538097/messages has received {'type': 0, 'content': '✅ Đã tham gia kênh **Chung**', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-08-31T05:56:48.095000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1411590528570757141', 'channel_id': '1411385877082538097', 'author': {'id': '1411384061993156658', 'username': 'AI Chat', 'avatar': None, 'discriminator': '5884', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '13658649849217957950'}
[2025-08-31 12:56:48] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 10, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-31T05:56:48.447000+00:00', 'pinned': False, 'nonce': '12270975668846934439', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1411385957957111990'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-30T16:23:54.871000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1411590530046885950', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '🔍 Đang tìm kiếm bài hát...', 'components': [], 'channel_type': 0, 'channel_id': '1411385877082538097', 'author': {'username': 'AI Chat', 'public_flags': 0, 'primary_guild': None, 'id': '1411384061993156658', 'global_name': None, 'display_name_styles': None, 'discriminator': '5884', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1411385875920584828'}}
[2025-08-31 12:56:48] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-31 12:56:48] [DEBUG   ] discord.client: Dispatching event message
[2025-08-31 12:56:48] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1411385877082538097/messages with {"content":"\ud83d\udd0d \u0110ang t\u00ecm ki\u1ebfm b\u00e0i h\u00e1t...","components":[],"nonce":"12270975668846934439","enforce_nonce":true,"tts":false} has returned 200
[2025-08-31 12:56:48] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1411385877082538097/messages has received {'type': 0, 'content': '🔍 Đang tìm kiếm bài hát...', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-08-31T05:56:48.447000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1411590530046885950', 'channel_id': '1411385877082538097', 'author': {'id': '1411384061993156658', 'username': 'AI Chat', 'avatar': None, 'discriminator': '5884', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '12270975668846934439'}
[2025-08-31 12:56:52] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1756619812419, 'seq_ack': 4}.
[2025-08-31 12:56:53] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1756619812419, 'seq_ack': 4}}.
[2025-08-31 12:56:53] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1756619812419}}
[2025-08-31 12:56:53] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 11, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-31T05:56:53.685000+00:00', 'pinned': False, 'nonce': '15473629186912604926', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1411385957957111990'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-30T16:23:54.871000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1411590552016785550', 'flags': 0, 'embeds': [{'type': 'rich', 'title': '🎵 Đã thêm vào queue', 'thumbnail': {'width': 1280, 'url': 'https://i.ytimg.com/vi_webp/m1FnfTfU8bQ/maxresdefault.webp', 'proxy_url': 'https://images-ext-1.discordapp.net/external/etdKFulTCFitV3LHIEjdMSgXNQLEmkdA-9cu3gx4xbI/https/i.ytimg.com/vi_webp/m1FnfTfU8bQ/maxresdefault.webp', 'placeholder_version': 1, 'placeholder': '0HgGDISY5qdgeneEeXZ4cIQJVw==', 'height': 720, 'flags': 0, 'content_type': 'image/webp'}, 'id': '1411590552016785551', 'fields': [{'value': '01:47:35', 'name': '⏱️ Thời lượng', 'inline': True}, {'value': 'RIN Music', 'name': '👤 Uploader', 'inline': True}, {'value': '[YouTube](https://www.youtube.com/watch?v=m1FnfTfU8bQ)', 'name': '📺 Link', 'inline': False}], 'description': '**NHẠC ĐÁM CƯỚI REMIX 2025 💘 Xin Má Rước Dâu, Thiệp Hồng - Tuyển Tập Nhạc Đám Cưới Hay Nhất 2025**', 'color': 65280}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1411385877082538097', 'author': {'username': 'AI Chat', 'public_flags': 0, 'primary_guild': None, 'id': '1411384061993156658', 'global_name': None, 'display_name_styles': None, 'discriminator': '5884', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1411385875920584828'}}
[2025-08-31 12:56:53] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-31 12:56:53] [DEBUG   ] discord.client: Dispatching event message
[2025-08-31 12:56:53] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1411385877082538097/messages with {"embeds":[{"thumbnail":{"url":"https://i.ytimg.com/vi_webp/m1FnfTfU8bQ/maxresdefault.webp"},"fields":[{"inline":true,"name":"\u23f1\ufe0f Th\u1eddi l\u01b0\u1ee3ng","value":"01:47:35"},{"inline":true,"name":"\ud83d\udc64 Uploader","value":"RIN Music"},{"inline":false,"name":"\ud83d\udcfa Link","value":"[YouTube](https://www.youtube.com/watch?v=m1FnfTfU8bQ)"}],"flags":0,"color":65280,"type":"rich","description":"**NH\u1ea0C \u0110\u00c1M C\u01af\u1edaI REMIX 2025 \ud83d\udc98 Xin M\u00e1 R\u01b0\u1edbc D\u00e2u, Thi\u1ec7p H\u1ed3ng - Tuy\u1ec3n T\u1eadp Nh\u1ea1c \u0110\u00e1m C\u01b0\u1edbi Hay Nh\u1ea5t 2025**","title":"\ud83c\udfb5 \u0110\u00e3 th\u00eam v\u00e0o queue"}],"content":null,"components":[],"nonce":"15473629186912604926","enforce_nonce":true,"tts":false} has returned 200
[2025-08-31 12:56:53] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1411385877082538097/messages has received {'type': 0, 'content': '', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [{'type': 'rich', 'title': '🎵 Đã thêm vào queue', 'description': '**NHẠC ĐÁM CƯỚI REMIX 2025 💘 Xin Má Rước Dâu, Thiệp Hồng - Tuyển Tập Nhạc Đám Cưới Hay Nhất 2025**', 'color': 65280, 'fields': [{'name': '⏱️ Thời lượng', 'value': '01:47:35', 'inline': True}, {'name': '👤 Uploader', 'value': 'RIN Music', 'inline': True}, {'name': '📺 Link', 'value': '[YouTube](https://www.youtube.com/watch?v=m1FnfTfU8bQ)', 'inline': False}], 'thumbnail': {'url': 'https://i.ytimg.com/vi_webp/m1FnfTfU8bQ/maxresdefault.webp', 'proxy_url': 'https://images-ext-1.discordapp.net/external/etdKFulTCFitV3LHIEjdMSgXNQLEmkdA-9cu3gx4xbI/https/i.ytimg.com/vi_webp/m1FnfTfU8bQ/maxresdefault.webp', 'width': 1280, 'height': 720, 'content_type': 'image/webp', 'placeholder': '0HgGDISY5qdgeneEeXZ4cIQJVw==', 'placeholder_version': 1, 'flags': 0}}], 'timestamp': '2025-08-31T05:56:53.685000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1411590552016785550', 'channel_id': '1411385877082538097', 'author': {'id': '1411384061993156658', 'username': 'AI Chat', 'avatar': None, 'discriminator': '5884', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '15473629186912604926'}
[2025-08-31 12:56:53] [DEBUG   ] discord.player: Spawning ffmpeg process with command: ['ffmpeg', '-reconnect', '1', '-reconnect_streamed', '1', '-reconnect_delay_max', '5', '-i', 'https://rr7---sn-8pxuuxa-nbosd.googlevideo.com/videoplayback?expire=1756641410&ei=IuSzaMb0ItDzg8UPuYKJoA0&ip=2402%3A800%3A6311%3A228b%3A1ed%3A2bc6%3Afe82%3A1233&id=o-AC8eKM0FY2pKm357RTSu9G2-Mez76qyAZzQvNKHhLjCz&itag=251&source=youtube&requiressl=yes&xpc=EgVo2aDSNQ%3D%3D&met=1756619810%2C&mh=GP&mm=31%2C29&mn=sn-8pxuuxa-nbosd%2Csn-8pxuuxa-nbo6l&ms=au%2Crdu&mv=m&mvi=7&pl=48&rms=au%2Cau&initcwndbps=2247500&bui=AY1jyLObdMAhso4hr-vZTVegrfbUZDu0EysQT4uXsZ50fVQPfKSvzAfFa-ADZpPs4ZkRoobp3XEnanC2&spc=l3OVKXccxOE1&vprv=1&svpuc=1&mime=audio%2Fwebm&ns=-hd9flJ6NxAXeJxkopIpMLsQ&rqh=1&gir=yes&clen=112074510&dur=6455.321&lmt=1746495565924466&mt=1756619378&fvip=5&keepalive=yes&fexp=51552689%2C51565115%2C51565681%2C51580968&c=TVHTML5_SIMPLY&sefc=1&txp=5432534&n=86wfz1cqRu68kA&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cxpc%2Cbui%2Cspc%2Cvprv%2Csvpuc%2Cmime%2Cns%2Crqh%2Cgir%2Cclen%2Cdur%2Clmt&lsparams=met%2Cmh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Crms%2Cinitcwndbps&lsig=APaTxxMwRgIhAO97UlSbalLuoWiSRZYt4pcv4-C2rP3DJvptNezP3dTGAiEA9sYaadE1cy-M7fBR6pYD4wZtHIjm54KnwewmE8wqBuI%3D&sig=AJfQdSswRQIhAI5ENZfGDtc__xSGd4kYRVbsEmgGAakF9O7RjTEWzpfoAiBZHCvPqOLtII8leBp1k2EKiMvUWqS3o4cXXKsgQQ9tRQ%3D%3D', '-f', 's16le', '-ar', '48000', '-ac', '2', '-loglevel', 'warning', '-blocksize', '8192', '-vn', 'pipe:1']
[2025-08-31 12:56:53] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-08-31 12:56:53] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 5, 'd': {'speaking': 1, 'delay': 0, 'ssrc': 200412}}.
[2025-08-31 12:56:58] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1756619818213, 'seq_ack': 4}.
[2025-08-31 12:56:58] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1756619818213, 'seq_ack': 4}}.
[2025-08-31 12:56:58] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1756619818213}}
[2025-08-31 12:57:03] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1756619823222, 'seq_ack': 4}.
[2025-08-31 12:57:03] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1756619823222, 'seq_ack': 4}}.
[2025-08-31 12:57:03] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1756619823222}}
[2025-08-31 12:57:05] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-08-31 12:57:05] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-08-31 12:57:08] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1756619828238, 'seq_ack': 4}.
[2025-08-31 12:57:08] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1756619828238, 'seq_ack': 4}}.
[2025-08-31 12:57:08] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1756619828238}}
[2025-08-31 12:57:13] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1756619833248, 'seq_ack': 4}.
[2025-08-31 12:57:13] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1756619833248, 'seq_ack': 4}}.
[2025-08-31 12:57:13] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1756619833248}}
[2025-08-31 12:57:18] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1756619838262, 'seq_ack': 4}.
[2025-08-31 12:57:18] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1756619838262, 'seq_ack': 4}}.
[2025-08-31 12:57:18] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1756619838262}}
[2025-08-31 12:57:23] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1756619843264, 'seq_ack': 4}.
[2025-08-31 12:57:23] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1756619843264, 'seq_ack': 4}}.
[2025-08-31 12:57:23] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1756619843264}}
[2025-08-31 12:57:28] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1756619848275, 'seq_ack': 4}.
[2025-08-31 12:57:28] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1756619848275, 'seq_ack': 4}}.
[2025-08-31 12:57:28] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1756619848275}}
[2025-08-31 12:57:33] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1756619853290, 'seq_ack': 4}.
[2025-08-31 12:57:33] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1756619853290, 'seq_ack': 4}}.
[2025-08-31 12:57:33] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1756619853290}}
[2025-08-31 12:57:38] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1756619858300, 'seq_ack': 4}.
[2025-08-31 12:57:38] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1756619858300, 'seq_ack': 4}}.
[2025-08-31 12:57:38] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1756619858300}}
[2025-08-31 12:57:43] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1756619863301, 'seq_ack': 4}.
[2025-08-31 12:57:43] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1756619863301, 'seq_ack': 4}}.
[2025-08-31 12:57:43] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1756619863301}}
[2025-08-31 12:57:46] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-08-31 12:57:47] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-08-31 12:57:48] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1756619868313, 'seq_ack': 4}.
[2025-08-31 12:57:48] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1756619868313, 'seq_ack': 4}}.
[2025-08-31 12:57:48] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1756619868313}}
[2025-08-31 12:57:53] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1756619873320, 'seq_ack': 4}.
[2025-08-31 12:57:53] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1756619873320, 'seq_ack': 4}}.
[2025-08-31 12:57:53] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1756619873320}}
[2025-08-31 12:57:58] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1756619878324, 'seq_ack': 4}.
[2025-08-31 12:57:58] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1756619878324, 'seq_ack': 4}}.
[2025-08-31 12:57:58] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1756619878324}}
[2025-08-31 12:58:03] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1756619883334, 'seq_ack': 4}.
[2025-08-31 12:58:03] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1756619883334, 'seq_ack': 4}}.
[2025-08-31 12:58:03] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1756619883334}}
[2025-08-31 12:58:08] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1756619888349, 'seq_ack': 4}.
[2025-08-31 12:58:08] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1756619888349, 'seq_ack': 4}}.
[2025-08-31 12:58:08] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1756619888349}}
[2025-08-31 12:58:13] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1756619893364, 'seq_ack': 4}.
[2025-08-31 12:58:13] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1756619893364, 'seq_ack': 4}}.
[2025-08-31 12:58:13] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1756619893364}}
[2025-08-31 12:58:18] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1756619898369, 'seq_ack': 4}.
[2025-08-31 12:58:18] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1756619898369, 'seq_ack': 4}}.
[2025-08-31 12:58:18] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1756619898369}}
[2025-08-31 12:58:23] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1756619903374, 'seq_ack': 4}.
[2025-08-31 12:58:23] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1756619903374, 'seq_ack': 4}}.
[2025-08-31 12:58:23] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1756619903374}}
[2025-08-31 12:58:28] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-08-31 12:58:28] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1756619908382, 'seq_ack': 4}.
[2025-08-31 12:58:28] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1756619908382, 'seq_ack': 4}}.
